DEPTH,BS,BVW,CARB_FLAG,COAL_FLAG,DELTA,GRMAX,GRMIN,J,KLHC_INT,KLOGH,M,N,PERF_FLAG,PHIF,PORD,RHOFL,RHOMA,RW,SAND_FLAG,SW,SWIRR,TEMP,VSH
3725.1132,8.5,0.09052,0,0,0.2766,115,14,2.90E-05,0,0,1.79,2.45,0,0.099469,0.099469,0.8,2.66,0.0214221,0,0.91,3.821,114.1079,0.772454
3725.2656,8.5,0.091204,0,0,0.2727,115,14,1.00E-05,0,0,1.79,2.45,0,0.099998,0.099998,0.8,2.66,0.0214215,0,0.9121,5.6103,114.1114,0.773198
3725.418,8.5,0.090059,0,0,0.1633,115,14,1.60E-05,0,0,1.79,2.45,0,0.091432,0.091432,0.8,2.66,0.0214209,0,0.985,4.7455,114.115,0.773941
3725.5704,8.5,0.097593,0,0,0.1011,115,14,1.90E-05,0,0,1.79,2.45,0,0.120316,0.120316,0.8,2.66,0.0214204,0,0.8111,4.3165,114.1185,0.774684
3725.7228,8.5,0.098914,0,0,0.0952,115,14,1.60E-05,0,0,1.79,2.45,0,0.127927,0.127927,0.8,2.66,0.0214198,0,0.7732,4.4898,114.1221,0.775428
3725.8752,8.5,0.093155,0,0,0.2418,115,14,1.50E-05,0,0,1.79,2.45,0,0.10493,0.10493,0.8,2.66,0.0214193,0,0.8878,4.7512,114.1256,0.77617
3726.0276,8.5,0.091128,0,0,0.2548,115,14,1.80E-05,0,0,1.79,2.45,0,0.097342,0.097342,0.8,2.66,0.0214187,0,0.9362,4.498,114.1292,0.776914
3726.18,8.5,0.095331,0,0,0.2614,115,14,2.10E-05,0,0,1.79,2.45,0,0.113377,0.113377,0.8,2.66,0.0214181,0,0.8408,4.1882,114.1327,0.777657
3726.3324,8.5,0.093055,0,0,0.3646,115,14,1.80E-05,0,0,1.79,2.45,0,0.102195,0.102195,0.8,2.66,0.0214176,0,0.9106,4.5259,114.1362,0.778401
3726.4848,8.5,0.088763,0,0,0.2303,115,14,1.10E-05,0,0,1.79,2.45,0,0.088763,0.088763,0.8,2.66,0.021417,0,1,5.5326,114.1398,0.779144
3726.6372,8.5,0.093723,0,0,0.2204,115,14,1.00E-05,0,0,1.79,2.45,0,0.105846,0.105846,0.8,2.66,0.0214165,0,0.8855,5.5036,114.1433,0.779887
3726.7896,8.5,0.092312,0,0,0.2531,115,14,9.00E-06,0,0,1.79,2.45,0,0.101094,0.101094,0.8,2.66,0.0214159,0,0.9131,5.7399,114.1469,0.78063
3726.942,8.5,0.094097,0,0,0.3006,115,14,9.00E-06,0,0,1.79,2.45,0,0.110179,0.110179,0.8,2.66,0.0214153,0,0.854,5.7122,114.1504,0.781374
3727.0944,8.5,0.090138,0,0,0.2609,115,14,9.00E-06,0,0,1.79,2.45,0,0.096292,0.096292,0.8,2.66,0.0214148,0,0.9361,5.7969,114.1539,0.782117
3727.2468,8.5,0.08844,0,0,0.207,115,14,8.00E-06,0,0,1.79,2.45,0,0.091952,0.091952,0.8,2.66,0.0214142,0,0.9618,6.0153,114.1575,0.78286
3727.3992,8.5,0.089713,0,0,0.2225,115,14,8.00E-06,0,0,1.79,2.45,0,0.098362,0.098362,0.8,2.66,0.0214137,0,0.9121,5.9278,114.161,0.783604
3727.5516,8.5,0.086543,0,0,0.3358,115,14,7.00E-06,0,0,1.79,2.45,0,0.086606,0.086606,0.8,2.66,0.0214131,0,0.9993,6.6456,114.1646,0.784347
3727.704,8.5,0.090205,0,0,0.2301,115,14,1.30E-05,0,0,1.79,2.45,0,0.101554,0.101554,0.8,2.66,0.0214126,0,0.8883,5.0165,114.1681,0.78509
3727.8564,8.5,0.088363,0,0,0.2055,115,14,9.00E-06,0,0,1.79,2.45,0,0.094651,0.094651,0.8,2.66,0.021412,0,0.9336,5.9428,114.1716,0.785833
3728.0088,8.5,0.093747,0,0,0.1946,115,14,1.80E-05,0,0,1.79,2.45,0,0.118722,0.118722,0.8,2.66,0.0214114,0,0.7896,4.3912,114.1752,0.786577
3728.1612,8.5,0.087389,0,0,0.2807,115,14,1.00E-05,0,0,1.79,2.45,0,0.092041,0.092041,0.8,2.66,0.0214109,0,0.9495,5.702,114.1787,0.78732
3728.3136,8.5,0.08749,0,0,0.2537,115,14,1.50E-05,0,0,1.79,2.45,0,0.093007,0.093007,0.8,2.66,0.0214103,0,0.9407,4.8677,114.1823,0.788063
3728.466,8.5,0.085452,0,0,0.2734,115,14,1.40E-05,0,0,1.79,2.45,0,0.085514,0.085514,0.8,2.66,0.0214098,0,0.9993,5.0186,114.1858,0.788807
3728.6184,8.5,0.07156,0,0,0.2329,115,14,2.20E-05,0,0,1.79,2.45,0,0.07156,0.07156,0.8,2.66,0.0214092,0,1,4.4858,114.1893,0.78955
3728.7708,8.5,0.09075,0,0,0.2241,115,14,2.40E-05,0,0,1.79,2.45,0,0.104708,0.104708,0.8,2.66,0.0214086,0,0.8667,4.0511,114.1929,0.79144
3728.9232,8.5,0.089395,0,0,0.2783,115,14,1.70E-05,0,0,1.79,2.45,0,0.098413,0.098413,0.8,2.66,0.0214081,0,0.9084,4.6054,114.1964,0.793813
3729.0756,8.5,0.089324,0,0,0.2544,115,14,2.20E-05,0,0,1.79,2.45,0,0.098387,0.098387,0.8,2.66,0.0214075,0,0.9079,4.2148,114.2,0.796186
3729.228,8.5,0.090794,0,0,0.2653,115,14,2.50E-05,0,0,1.79,2.45,0,0.104813,0.104813,0.8,2.66,0.021407,0,0.8662,3.9658,114.2035,0.786217
3729.3804,8.5,0.092081,0,0,0.2699,115,14,1.80E-05,0,0,1.79,2.45,0,0.110729,0.110729,0.8,2.66,0.0214064,0,0.8316,4.4026,114.207,0.786652
3729.5328,8.5,0.089577,0,0,0.2662,115,14,1.60E-05,0,0,1.79,2.45,0,0.100578,0.100578,0.8,2.66,0.0214058,0,0.8906,4.7456,114.2106,0.787086
3729.6852,8.5,0.09256,0,0,0.2458,115,14,2.20E-05,0,0,1.79,2.45,0,0.11339,0.11339,0.8,2.66,0.0214053,0,0.8163,4.1087,114.2141,0.787521
3729.8376,8.5,0.090941,0,0,0.2096,115,14,7.00E-06,0,0,1.79,2.45,0,0.103802,0.103802,0.8,2.66,0.0214047,0,0.8761,6.3374,114.2177,0.787956
3729.99,8.5,0.094378,0,0,0.2218,115,14,1.20E-05,0,0,1.79,2.45,0,0.11608,0.11608,0.8,2.66,0.0214042,0,0.813,5.1398,114.2212,0.788391
3730.1424,8.5,0.097493,0,0,0.233,115,14,2.80E-05,0,0,1.79,2.45,0,0.131659,0.131659,0.8,2.66,0.0214036,0,0.7405,3.6636,114.2247,0.788825
3730.2948,8.5,0.09198,0,0,0.2569,115,14,1.00E-05,0,0,1.79,2.45,0,0.1103,0.1103,0.8,2.66,0.0214031,0,0.8339,5.4422,114.2283,0.78454
3730.4472,8.5,0.09325,0,0,0.2632,115,14,9.00E-06,0,0,1.79,2.45,0,0.119854,0.119854,0.8,2.66,0.0214025,0,0.778,5.6446,114.2318,0.780255
3730.5996,8.5,0.098517,0,0,0.2257,115,14,7.00E-06,0,0,1.79,2.45,0,0.145597,0.145597,0.8,2.66,0.0214019,0,0.6766,5.8853,114.2353,0.77597
3730.752,8.5,0.098316,0,0,0.2392,115,14,9.00E-06,0,0,1.79,2.45,0,0.139916,0.139916,0.8,2.66,0.0214014,0,0.7027,5.5101,114.2389,0.771684
3730.9044,8.5,0.095376,0,0,0.1814,115,14,8.00E-06,0,0,1.79,2.45,0,0.126989,0.126989,0.8,2.66,0.0214008,0,0.7511,5.8931,114.2424,0.767399
3731.0568,8.5,0.089211,0,0,0.3411,115,14,5.00E-06,0,0,1.79,2.45,0,0.110816,0.110816,0.8,2.66,0.0214003,0,0.805,6.8156,114.246,0.763114
3731.2092,8.5,0.087471,0,0,0.2305,115,14,1.10E-05,0,0,1.79,2.45,0,0.124676,0.124676,0.8,2.66,0.0213997,0,0.7016,5.2326,114.2495,0.758828
3731.3616,8.5,0.081879,0,0,0.2537,115,14,8.00E-06,0,0,1.79,2.45,0,0.117234,0.117234,0.8,2.66,0.0213992,0,0.6984,5.9323,114.253,0.754543
3731.514,8.5,0.072236,0,0,0.247,115,14,1.00E-05,0,0,1.79,2.45,0,0.081325,0.081325,0.8,2.66,0.0213986,0,0.8882,5.8275,114.2566,0.750258
3731.6664,8.5,0.024418,0,0,0.3141,115,14,1.50E-05,0,0,1.79,2.45,0,0.024418,0.024418,0.8,2.66,0.021398,0,1,6.1682,114.2601,0.745973
3731.8188,8.5,0.079176,0,0,0.221,115,14,4.10E-05,0,0,1.79,2.45,0,0.105057,0.105057,0.8,2.66,0.0213975,0,0.7536,3.3157,114.2637,0.741687
3731.9712,8.5,0.018623,0,0,0.3148,115,14,0.000119,0,0,1.79,2.45,0,0.018623,0.018623,0.8,2.66,0.0213969,0,1,3.0916,114.2672,0.65218
3732.1236,8.5,0.080615,0,0,0.3341,115,14,2.40E-05,0,0,1.79,2.45,0,0.087897,0.087897,0.8,2.66,0.0213964,0,0.9172,4.1461,114.2707,0.782928
3732.276,8.5,0.089417,0,0,0.3271,115,14,2.70E-05,0,0,1.79,2.45,0,0.120839,0.120839,0.8,2.66,0.0213958,0,0.74,3.7885,114.2743,0.788033
3732.4284,8.5,0.091284,0,0,0.2751,115,14,1.70E-05,0,0,1.79,2.45,0,0.128465,0.128465,0.8,2.66,0.0213952,0,0.7106,4.3717,114.2778,0.788906
3732.5808,8.5,0.089287,0,0,0.3062,115,14,1.30E-05,0,0,1.79,2.45,0,0.120462,0.120462,0.8,2.66,0.0213947,0,0.7412,4.8933,114.2813,0.789779
3732.7332,8.5,0.088854,0,0,0.2143,115,14,1.70E-05,0,0,1.79,2.45,0,0.120966,0.120966,0.8,2.66,0.0213941,0,0.7345,4.4125,114.2849,0.790652
3732.8856,8.5,0.089727,0,0,0.2048,115,14,1.80E-05,0,0,1.79,2.45,0,0.125252,0.125252,0.8,2.66,0.0213936,0,0.7164,4.3237,114.2884,0.791525
3733.038,8.5,0.087833,0,0,0.2973,115,14,7.00E-06,0,0,1.79,2.45,0,0.111881,0.111881,0.8,2.66,0.021393,0,0.7851,6.1663,114.292,0.792398
3733.1904,8.5,0.087094,0,0,0.2756,115,14,1.30E-05,0,0,1.79,2.45,0,0.10326,0.10326,0.8,2.66,0.0213925,0,0.8434,4.9771,114.2955,0.793271
3733.3428,8.5,0.088231,0,0,0.2403,115,14,1.90E-05,0,0,1.79,2.45,0,0.104297,0.104297,0.8,2.66,0.0213919,0,0.846,4.4018,114.299,0.794144
3733.4952,8.5,0.089912,0,0,0.2248,115,14,2.30E-05,0,0,1.79,2.45,0,0.109121,0.109121,0.8,2.66,0.0213913,0,0.824,4.0487,114.3026,0.795017
3733.6476,8.5,0.091916,0,0,0.2013,115,14,3.20E-05,0,0,1.79,2.45,0,0.114495,0.114495,0.8,2.66,0.0213908,0,0.8028,3.5783,114.3061,0.768506
3733.8,8.5,0.09089,0,0,0.258,115,14,2.50E-05,0,0,1.79,2.45,0,0.104341,0.104341,0.8,2.66,0.0213902,0,0.8711,3.9489,114.3097,0.784685
3733.9524,8.5,0.093001,0,0,0.2205,115,14,5.00E-05,0,0,1.79,2.45,0,0.10805,0.10805,0.8,2.66,0.0213897,0,0.8607,3.0686,114.3132,0.724658
3734.1048,8.5,0.095024,0,0,0.2167,115,14,3.80E-05,0,0,1.79,2.45,0,0.11342,0.11342,0.8,2.66,0.0213891,0,0.8378,3.3728,114.3167,0.752626
3734.2572,8.5,0.094333,0,0,0.1919,115,14,1.90E-05,0,0,1.79,2.45,0,0.109157,0.109157,0.8,2.66,0.0213886,0,0.8642,4.3896,114.3203,0.754001
3734.4096,8.5,0.090877,0,0,0.2204,115,14,3.40E-05,0,0,1.79,2.45,0,0.095216,0.095216,0.8,2.66,0.021388,0,0.9544,3.6188,114.3238,0.755376
3734.562,8.5,0.086593,0,0,0.2225,115,14,3.10E-05,0,0,1.79,2.45,0,0.086593,0.086593,0.8,2.66,0.0213874,0,1,3.8169,114.3273,0.761402
3734.7144,8.5,0.091074,0,0,0.2551,115,14,6.40E-05,0,0,1.79,2.45,0,0.102089,0.102089,0.8,2.66,0.0213869,0,0.8921,2.8451,114.3309,0.700714
3734.8668,8.5,0.092521,0,0,0.2241,115,14,2.50E-05,0,0,1.79,2.45,0,0.112861,0.112861,0.8,2.66,0.0213863,0,0.8198,3.9078,114.3344,0.788958
3735.0192,8.5,0.09126,0,0,0.2906,115,14,2.10E-05,0,0,1.79,2.45,0,0.110761,0.110761,0.8,2.66,0.0213858,0,0.8239,4.1622,114.3379,0.782402
3735.1716,8.5,0.089184,0,0,0.2378,115,14,2.80E-05,0,0,1.79,2.45,0,0.104326,0.104326,0.8,2.66,0.0213852,0,0.8549,3.8107,114.3415,0.775845
3735.324,8.5,0.089222,0,0,0.2498,115,14,3.10E-05,0,0,1.79,2.45,0,0.106443,0.106443,0.8,2.66,0.0213847,0,0.8382,3.6488,114.345,0.76666
3735.4764,8.5,0.089303,0,0,0.2079,115,14,5.90E-05,0,0,1.79,2.45,0,0.106987,0.106987,0.8,2.66,0.0213841,0,0.8347,2.905,114.3486,0.710013
3735.6288,8.5,0.091134,0,0,0.1628,115,14,2.70E-05,0,0,1.79,2.45,0,0.11288,0.11288,0.8,2.66,0.0213836,0,0.8074,3.7997,114.3521,0.781974
3735.7812,8.5,0.093606,0,0,0.2468,115,14,9.80E-05,0.0001,0.0001,1.79,2.45,0,0.119865,0.119865,0.8,2.66,0.021383,0,0.7809,2.3691,114.3556,0.669687
3735.9336,8.5,0.097327,0,0,0.1911,115,14,4.50E-05,0,0,1.79,2.45,0,0.13328,0.13328,0.8,2.66,0.0213824,0,0.7302,3.0904,114.3592,0.747077
3736.086,8.5,0.094714,0,0,0.2727,115,14,3.60E-05,0,0,1.79,2.45,0,0.117803,0.117803,0.8,2.66,0.0213819,0,0.804,3.4136,114.3627,0.759332
3736.2384,8.5,0.091864,0,0,0.2053,115,14,5.00E-05,0,0,1.79,2.45,0,0.10489,0.10489,0.8,2.66,0.0213813,0,0.8758,3.0945,114.3662,0.724075
3736.3908,8.5,0.089747,0,0,0.1905,115,14,4.40E-05,0,0,1.79,2.45,0,0.096806,0.096806,0.8,2.66,0.0213808,0,0.9271,3.2933,114.3698,0.732858
3736.5432,8.5,0.091679,0,0,0.214,115,14,8.20E-05,0,0,1.79,2.45,0,0.105343,0.105343,0.8,2.66,0.0213802,0,0.8703,2.5848,114.3733,0.679323
3736.6956,8.5,0.089048,0,0,0.2364,115,14,6.00E-05,0,0,1.79,2.45,0,0.09413,0.09413,0.8,2.66,0.0213797,0,0.946,2.9617,114.3769,0.703953
3736.848,8.5,0.091271,0,0,0.1724,115,14,6.00E-05,0,0,1.79,2.45,0,0.101583,0.101583,0.8,2.66,0.0213791,0,0.8985,2.9122,114.3804,0.705986
3737.0004,8.5,0.093535,0,0,0.1503,115,14,8.60E-05,0,0,1.79,2.45,0,0.109646,0.109646,0.8,2.66,0.0213785,0,0.8531,2.5288,114.3839,0.677339
3737.1528,8.5,0.093013,0,0,0.2137,115,14,3.00E-05,0,0,1.79,2.45,0,0.107,0.107,0.8,2.66,0.021378,0,0.8693,3.6861,114.3875,0.769412
3737.3052,8.5,0.094346,0,0,0.2361,115,14,4.10E-05,0,0,1.79,2.45,0,0.113951,0.113951,0.8,2.66,0.0213774,0,0.828,3.2855,114.391,0.746615
3737.4576,8.5,0.094596,0,0,0.2119,115,14,3.40E-05,0,0,1.79,2.45,0,0.117192,0.117192,0.8,2.66,0.0213769,0,0.8072,3.4727,114.3945,0.76312
3737.61,8.5,0.095169,0,0,0.1853,115,14,3.30E-05,0,0,1.79,2.45,0,0.122024,0.122024,0.8,2.66,0.0213763,0,0.7799,3.4871,114.3981,0.768214
3737.7624,8.5,0.094963,0,0,0.2231,115,14,3.90E-05,0,0,1.79,2.45,0,0.123114,0.123114,0.8,2.66,0.0213758,0,0.7713,3.292,114.4016,0.754717
3737.9148,8.5,0.095593,0,0,0.2417,115,14,2.20E-05,0,0,1.79,2.45,0,0.127402,0.127402,0.8,2.66,0.0213752,0,0.7503,4.0222,114.4052,0.758173
3738.0672,8.5,0.098713,0,0,0.2102,115,14,1.60E-05,0,0,1.79,2.45,0,0.138665,0.138665,0.8,2.66,0.0213746,0,0.7119,4.4295,114.4087,0.761629
3738.2196,8.5,0.096773,0,0,0.2209,115,14,3.40E-05,0,0,1.79,2.45,0,0.116218,0.116218,0.8,2.66,0.0213741,0,0.8327,3.5078,114.4122,0.765085
3738.372,8.5,0.088818,0,0,0.2882,115,14,5.00E-05,0,0,1.79,2.45,0,0.088818,0.088818,0.8,2.66,0.0213735,0,1,3.1848,114.4158,0.717951
3738.5244,8.5,0.099552,0,0,0.2087,115,14,3.70E-05,0,0,1.79,2.45,0,0.11013,0.11013,0.8,2.66,0.021373,0,0.9039,3.4336,114.4193,0.754349
3738.6768,8.5,0.095644,0,0,0.243,115,14,9.20E-05,0,0,1.79,2.45,0,0.099505,0.099505,0.8,2.66,0.0213724,0,0.9612,2.5079,114.4228,0.666967
3738.8292,8.5,0.094514,0,0,0.2761,115,14,5.30E-05,0,0,1.79,2.45,0,0.104818,0.104818,0.8,2.66,0.0213719,0,0.9017,3.028,114.4264,0.718328
3738.9816,8.5,0.094698,0,0,0.2163,115,14,5.10E-05,0,0,1.79,2.45,0,0.118227,0.118227,0.8,2.66,0.0213713,0,0.801,3.0099,114.4299,0.728102
3739.134,8.5,0.090563,0,0,0.2063,115,14,2.60E-05,0,0,1.79,2.45,0,0.111853,0.111853,0.8,2.66,0.0213708,0,0.8097,3.8662,114.4334,0.785513
3739.2864,8.5,0.091293,0,0,0.1802,115,14,4.40E-05,0,0,1.79,2.45,0,0.124145,0.124145,0.8,2.66,0.0213702,0,0.7354,3.1554,114.437,0.745007
3739.4388,8.5,0.091687,0,0,0.2097,115,14,5.10E-05,0,0,1.79,2.45,0,0.128478,0.128478,0.8,2.66,0.0213696,0,0.7136,2.9626,114.4405,0.732714
3739.5912,8.5,0.087447,0,0,0.1688,115,14,1.70E-05,0,0,1.79,2.45,0,0.106003,0.106003,0.8,2.66,0.0213691,0,0.825,4.5641,114.4441,0.7526
3739.7436,8.5,0.08861,0,0,0.2111,115,14,3.00E-05,0,0,1.79,2.45,0,0.109127,0.109127,0.8,2.66,0.0213685,0,0.812,3.6998,114.4476,0.772486
3739.896,8.5,0.091705,0,0,0.2064,115,14,3.70E-05,0,0,1.79,2.45,0,0.123063,0.123063,0.8,2.66,0.021368,0,0.7452,3.3479,114.4511,0.758899
3740.0484,8.5,0.088721,0,0,0.1761,115,14,3.60E-05,0,0,1.79,2.45,0,0.109195,0.109195,0.8,2.66,0.0213674,0,0.8125,3.4534,114.4547,0.755119
3740.2008,8.5,0.088787,0,0,0.2079,115,14,3.20E-05,0,0,1.79,2.45,0,0.110211,0.110211,0.8,2.66,0.0213669,0,0.8056,3.6216,114.4582,0.767857
3740.3532,8.5,0.089474,0,0,0.2004,115,14,2.90E-05,0,0,1.79,2.45,0,0.113964,0.113964,0.8,2.66,0.0213663,0,0.7851,3.7126,114.4617,0.777221
3740.5056,8.5,0.086222,0,0,0.209,115,14,3.90E-05,0,0,1.79,2.45,0,0.100055,0.100055,0.8,2.66,0.0213657,0,0.8617,3.4095,114.4653,0.744377
3740.658,8.5,0.086417,0,0,0.2052,115,14,4.60E-05,0,0,1.79,2.45,0,0.102678,0.102678,0.8,2.66,0.0213652,0,0.8416,3.1944,114.4688,0.730155
3740.8104,8.5,0.053956,0,0,0.2821,115,14,3.80E-05,0,0,1.79,2.45,0,0.053956,0.053956,0.8,2.66,0.0213646,0,1,3.8393,114.4724,0.735713
3740.9628,8.5,0.039304,0,0,0.2659,115,14,3.30E-05,0,0,1.79,2.45,0,0.039304,0.039304,0.8,2.66,0.0213641,0,1,4.309,114.4759,0.752456
3741.1152,8.5,0.081628,0,0,0.232,115,14,5.50E-05,0,0,1.79,2.45,0,0.097619,0.097619,0.8,2.66,0.0213635,0,0.8362,3.0367,114.4794,0.713303
3741.2676,8.5,0.08654,0,0,0.2041,115,14,3.40E-05,0,0,1.79,2.45,0,0.131052,0.131052,0.8,2.66,0.021363,0,0.6603,3.427,114.483,0.77122
3741.42,8.5,0.085273,0,0,0.2211,115,14,4.80E-05,0,0,1.79,2.45,0,0.131183,0.131183,0.8,2.66,0.0213624,0,0.65,3.0154,114.4865,0.739448
3741.5724,8.5,0.078268,0,0,0.1901,115,14,2.40E-05,0,0,1.79,2.45,0,0.096374,0.096374,0.8,2.66,0.0213619,0,0.8121,4.1123,114.49,0.788144
3741.7248,8.5,0.081869,0,0,0.165,115,14,8.50E-05,0,0,1.79,2.45,0,0.11016,0.11016,0.8,2.66,0.0213613,0,0.7432,2.5372,114.4936,0.678806
3741.8772,8.5,0.082965,0,0,0.1643,115,14,6.50E-05,0,0,1.79,2.45,0,0.10968,0.10968,0.8,2.66,0.0213607,0,0.7564,2.7866,114.4971,0.701603
3742.0296,8.5,0.084457,0,0,0.1822,115,14,9.80E-05,0.0001,0.0001,1.79,2.45,0,0.110748,0.110748,0.8,2.66,0.0213602,0,0.7626,2.4037,114.5006,0.66554
3742.182,8.5,0.083697,0,0,0.1963,115,14,7.10E-05,0,0,1.79,2.45,0,0.102184,0.102184,0.8,2.66,0.0213596,0,0.8191,2.7335,114.5042,0.690525
3742.3344,8.5,0.084529,0,0,0.1779,115,14,9.80E-05,0.0001,0.0001,1.79,2.45,0,0.103222,0.103222,0.8,2.66,0.0213591,0,0.8189,2.4369,114.5077,0.662701
3742.4868,8.5,0.084682,0,0,0.1645,115,14,3.80E-05,0,0,1.79,2.45,0,0.103761,0.103761,0.8,2.66,0.0213585,0,0.8161,3.4075,114.5113,0.747005
3742.6392,8.5,0.088671,0,0,0.2364,115,14,7.30E-05,0,0,1.79,2.45,0,0.124113,0.124113,0.8,2.66,0.021358,0,0.7144,2.6185,114.5148,0.698184
3742.7916,8.5,0.088863,0,0,0.1786,115,14,4.60E-05,0,0,1.79,2.45,0,0.124194,0.124194,0.8,2.66,0.0213574,0,0.7155,3.1032,114.5183,0.740642
3742.944,8.5,0.089901,0,0,0.2593,115,14,2.50E-05,0,0,1.79,2.45,0,0.124194,0.124194,0.8,2.66,0.0213569,0,0.7239,3.8425,114.5219,0.79425
3743.0964,8.5,0.091808,0,0,0.1759,115,14,2.00E-05,0,0,1.79,2.45,0,0.1258,0.1258,0.8,2.66,0.0213563,0,0.7298,4.1739,114.5254,0.77428
3743.2488,8.5,0.09149,0,0,0.2102,115,14,3.80E-05,0,0,1.79,2.45,0,0.117774,0.117774,0.8,2.66,0.0213558,0,0.7768,3.3437,114.5289,0.754309
3743.4012,8.5,0.094204,0,0,0.1817,115,14,7.20E-05,0,0,1.79,2.45,0,0.128452,0.128452,0.8,2.66,0.0213552,0,0.7334,2.6222,114.5325,0.702155
3743.5536,8.5,0.092751,0,0,0.2174,115,14,4.00E-05,0,0,1.79,2.45,0,0.122069,0.122069,0.8,2.66,0.0213546,0,0.7598,3.2498,114.536,0.750445
3743.706,8.5,0.093678,0,0,0.264,115,14,7.60E-05,0,0,1.79,2.45,0,0.129005,0.129005,0.8,2.66,0.0213541,0,0.7262,2.5697,114.5396,0.69754
3743.8584,8.5,0.088894,0,0,0.1918,115,14,4.30E-05,0,0,1.79,2.45,0,0.107612,0.107612,0.8,2.66,0.0213535,0,0.8261,3.2631,114.5431,0.739453
3744.0108,8.5,0.090065,0,0,0.1758,115,14,6.50E-05,0,0,1.79,2.45,0,0.112882,0.112882,0.8,2.66,0.021353,0,0.7979,2.7751,114.5466,0.703386
3744.1632,8.5,0.091139,0,0,0.224,115,14,3.20E-05,0,0,1.79,2.45,0,0.117187,0.117187,0.8,2.66,0.0213524,0,0.7777,3.5694,114.5502,0.769879
3744.3156,8.5,0.092718,0,0,0.2474,115,14,2.10E-05,0,0,1.79,2.45,0,0.124702,0.124702,0.8,2.66,0.0213519,0,0.7435,4.1103,114.5537,0.780281
3744.468,8.5,0.088639,0,0,0.1956,115,14,2.40E-05,0,0,1.79,2.45,0,0.104917,0.104917,0.8,2.66,0.0213513,0,0.8448,4.0351,114.5572,0.790683
3744.6204,8.5,0.089985,0,0,0.195,115,14,3.70E-05,0,0,1.79,2.45,0,0.109123,0.109123,0.8,2.66,0.0213508,0,0.8246,3.4192,114.5608,0.752654
3744.7728,8.5,0.091382,0,0,0.183,115,14,5.20E-05,0,0,1.79,2.45,0,0.113424,0.113424,0.8,2.66,0.0213502,0,0.8057,3.0081,114.5643,0.724048
3744.9252,8.5,0.09245,0,0,0.1769,115,14,5.50E-05,0,0,1.79,2.45,0,0.117725,0.117725,0.8,2.66,0.0213496,0,0.7853,2.9199,114.5678,0.720092
3745.0776,8.5,0.092573,0,0,0.2066,115,14,5.30E-05,0,0,1.79,2.45,0,0.118813,0.118813,0.8,2.66,0.0213491,0,0.7791,2.9546,114.5714,0.723944
3745.23,8.5,0.09335,0,0,0.2109,115,14,3.20E-05,0,0,1.79,2.45,0,0.122566,0.122566,0.8,2.66,0.0213485,0,0.7616,3.549,114.5749,0.772962
3745.3824,8.5,0.090073,0,0,0.2133,115,14,2.80E-05,0,0,1.79,2.45,0,0.10598,0.10598,0.8,2.66,0.021348,0,0.8499,3.8058,114.5785,0.776817
3745.5348,8.5,0.093876,0,0,0.1914,115,14,4.90E-05,0,0,1.79,2.45,0,0.12198,0.12198,0.8,2.66,0.0213474,0,0.7696,3.0238,114.582,0.732517
3745.6872,8.5,0.094592,0,0,0.1775,115,14,5.30E-05,0,0,1.79,2.45,0,0.125256,0.125256,0.8,2.66,0.0213469,0,0.7552,2.9375,114.5855,0.727876
3745.8396,8.5,0.096811,0,0,0.1715,115,14,5.00E-05,0,0,1.79,2.45,0,0.137586,0.137586,0.8,2.66,0.0213463,0,0.7036,2.9484,114.5891,0.739025
3745.992,8.5,0.094747,0,0,0.2326,115,14,4.00E-05,0,0,1.79,2.45,0,0.127995,0.127995,0.8,2.66,0.0213458,0,0.7402,3.249,114.5926,0.755402
3746.1444,8.5,0.095075,0,0,0.2183,115,14,4.40E-05,0,0,1.79,2.45,0,0.130099,0.130099,0.8,2.66,0.0213452,0,0.7308,3.1246,114.5961,0.747412
3746.2968,8.5,0.094027,0,0,0.1964,115,14,4.50E-05,0,0,1.79,2.45,0,0.125288,0.125288,0.8,2.66,0.0213447,0,0.7505,3.1085,114.5997,0.742105
3746.4492,8.5,0.08978,0,0,0.2143,115,14,4.30E-05,0,0,1.79,2.45,0,0.10599,0.10599,0.8,2.66,0.0213441,0,0.8471,3.2518,114.6032,0.737358
3746.6016,8.5,0.090044,0,0,0.1771,115,14,7.40E-05,0,0,1.79,2.45,0,0.107521,0.107521,0.8,2.66,0.0213435,0,0.8375,2.6785,114.6068,0.690052
3746.754,8.5,0.088814,0,0,0.1986,115,14,7.10E-05,0,0,1.79,2.45,0,0.102172,0.102172,0.8,2.66,0.021343,0,0.8693,2.739,114.6103,0.691079
3746.9064,8.5,0.092343,0,0,0.1678,115,14,5.10E-05,0,0,1.79,2.45,0,0.117681,0.117681,0.8,2.66,0.0213424,0,0.7847,3.0013,114.6138,0.72686
3747.0588,8.5,0.094977,0,0,0.1771,115,14,6.50E-05,0,0,1.79,2.45,0,0.129523,0.129523,0.8,2.66,0.0213419,0,0.7333,2.7099,114.6174,0.711214
3747.2112,8.5,0.093974,0,0,0.1806,115,14,4.90E-05,0,0,1.79,2.45,0,0.123144,0.123144,0.8,2.66,0.0213413,0,0.7631,3.0309,114.6209,0.733904
3747.3636,8.5,0.093767,0,0,0.2129,115,14,4.10E-05,0,0,1.79,2.45,0,0.121512,0.121512,0.8,2.66,0.0213408,0,0.7717,3.2225,114.6244,0.747954
